#airframe_info, log_version="1.03", log_content_version="1.01", Product="TXi", airframe_name="Piper PA-32-300", unit_software_part_number="006-B2014-2H", unit_software_version="3.50", system_software_part_number="006-B2014-2H", system_id="71D005BA55FCE", tail_number="N898CP", unit="GDU1", unit_cycle="1058", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,     G,      G,   deg,   deg, volts, volts,  amps,  amps,     volts,     volts,     amps,     amps,   gals,   gals,   gals,      lbs,      lbs,      lbs,     gals,     gals,       lbs,       lbs,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,    deg F,    deg F,   deg F,   deg F,   deg F,   deg F,   deg F,     psi,         %,     rpm,       %,       rpm,      %,   deg C,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,     psi,         %,     rpm,       %,       rpm,      %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,    deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt,       ft, bool,   bool,       bool,     bool,        bool,     bool,    bool,         ft lbs,          #,            s,         Hg,         Hg,         deg,        bool,        bool,     gals,         lbs,         ft lbs,       bool,     bool,        bool,     bool,    bool,   deg C,     G,            bool,            bool,         bool,         bool,            bool,            bool, crc16
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll, LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2, bus1volts, bus2volts, alt1amps, alt2amps,  FQtyL,  FQtyC,  FQtyR, FQtyLlbs, FQtyClbs, FQtyRlbs, FQtyAux1, FQtyAux2, FQtyA1lbs, FQtyA2lbs, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 CHT CLD, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 CarbT, E2 CarbT, E1 TIT1, E2 TIT1,  E1 IAT,  E1 CDT, E1 PEGT, E1 Torq, E1 Torq %,   E1 NP, E1 NP %, E1 NG RPM,  E1 NG,  E1 ITT, E2 FFlow, E2 FPres, E2 OilT, E2 OilP, E2 MAP, E2 RPM, E2 %Pwr, E2 CHT1, E2 CHT2, E2 CHT3, E2 CHT4, E2 CHT5, E2 CHT6, E2 CHT CLD, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 EGT5, E2 EGT6,  E2 IAT,  E2 CDT, E2 PEGT, E2 Torq, E2 Torq %,   E2 NP, E2 NP %, E2 NG RPM,  E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PitchC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas, AltPress,  WoW, OnGrnd, E1 InrtSep, E1 Bleed, E1 Ignition, E1 Start, E1 Beta, E1 Torq ft lbs,     LogIdx,      SysTime, Vac1 Press, Vac2 Press, Rudder Trim, Fuel Slct L, Fuel Slct R, FQtyAuxC, FQtyAuxClbs, E2 Torq ft lbs, E2 InrtSep, E2 Bleed, E2 Ignition, E2 Start, E2 Beta, EIS OAT, LonAc, E1 Prop Feather, E2 Prop Feather, E1 Cndtn Lvr, E2 Cndtn Lvr, E1 SRL Computer, E2 SRL Computer, LogCheck
2023-08-12, 13:07:41,  +00:00,    X26,   28.0498991,  -81.5042547,  3509.0, 29.92,  3707.3,  24.2, 125.59, 129.46,  -74.47,   1.83,  -0.10,  0.03,   0.00, 191.8, 191.3,      ,      ,      ,      ,      14.2,          ,     10.3,         ,  16.70,       ,   0.00,   100.20,         ,     0.00,    13.60,    16.70,     81.60,    100.20,    21.76,    21.90,  219.38,   70.44,  22.84, 2628.8,        ,  345.36,  326.80,  345.01,  339.42,  337.25,  315.57,        -26, 1252.09, 1229.01, 1257.65, 1235.32, 1273.91, 1217.89,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3613.3, 136, GPS1,  110.6, 110.75,       , -0.000,       ,   6.61, 195.1,   55.4,  111.1,   -6.6,       ,      ,       ,  -2.0,    1.7,  39.4, 3DDiff, 3704,      ,     10,  12.0,     20,   3509.0,     ,      0,           ,         ,            ,         ,        ,               ,       1534,       1544.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.02,                ,                ,             ,             ,                ,                , A5D3
2023-08-12, 13:07:42,  +00:00,    X26,   28.0493002,  -81.5043161,  3511.0, 29.92,  3708.7,  24.2, 125.64, 129.34,  -36.48,   1.91,  -0.46,  0.03,  -0.01, 192.2, 191.6,      ,      ,      ,      ,      14.2,          ,     10.3,         ,  16.70,       ,   0.00,   100.20,         ,     0.00,    13.60,    16.70,     81.60,    100.20,    21.77,    21.88,  219.42,   70.88,  22.99, 2631.5,        ,  346.47,  326.26,  344.52,  338.76,  337.46,  315.83,        -17, 1251.69, 1228.21, 1257.46, 1236.27, 1273.70, 1218.66,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3614.7, 136, GPS1,  110.6, 110.75,       , -0.001,       ,   6.80, 195.7,   55.4,  111.1,   -6.6,       ,      ,       ,  -2.4,    1.6,  66.9, 3DDiff, 3704,      ,     11,  12.0,     20,   3511.0,     ,      0,           ,         ,            ,         ,        ,               ,       1535,       1545.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.01,                ,                ,             ,             ,                ,                , B20B
2023-08-12, 13:07:43,  +00:00,    X26,   28.0487027,  -81.5043775,  3513.0, 29.92,  3708.0,  24.2, 125.53, 129.19,    1.90,   1.90,  -2.40,  0.04,  -0.02, 192.5, 191.8,      ,      ,      ,      ,      14.3,          ,     10.4,         ,  16.70,       ,   0.00,   100.20,         ,     0.00,    13.60,    16.70,     81.60,    100.20,    21.79,    21.89,  219.31,   70.42,  22.84, 2633.3,        ,  346.10,  326.20,  344.17,  338.58,  337.15,  316.02,        -17, 1251.15, 1227.42, 1256.56, 1235.93, 1274.84, 1218.63,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3614.1, 136, GPS1,  110.6, 110.75,       , -0.003,       ,   6.87, 197.6,   55.4,  111.1,   -6.6,       ,      ,       , -15.6,    1.5,  70.9, 3DDiff, 3704,      ,     10,  11.5,     20,   3513.0,     ,      0,           ,         ,            ,         ,        ,               ,       1536,       1546.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.01,                ,                ,             ,             ,                ,                , 3587
2023-08-12, 13:07:44,  +00:00,    X26,   28.0481070,  -81.5044308,  3514.0, 29.92,  3708.6,  24.2, 125.50, 129.09,   40.11,   1.86,  -8.11,  0.05,  -0.03, 192.3, 191.7,      ,      ,      ,      ,      14.2,          ,     10.5,         ,  16.70,       ,   0.00,   100.20,         ,     0.00,    13.50,    16.70,     81.00,    100.20,    21.78,    21.88,  219.06,   70.78,  23.06, 2633.5,        ,  344.87,  325.85,  344.40,  338.62,  336.54,  315.47,        -17, 1250.17, 1226.96, 1256.05, 1235.93, 1275.21, 1216.93,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3614.7, 136, GPS1,  110.6, 110.75,       , -0.006,       ,   6.93, 197.5,   55.4,  111.0,   -6.6,       ,      ,       , -19.4,    1.5,  55.1, 3DDiff, 3704,      ,     10,  11.5,     20,   3514.0,     ,      0,           ,         ,            ,         ,        ,               ,       1537,       1547.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.02,                ,                ,             ,             ,                ,                , 617F
2023-08-12, 13:07:45,  +00:00,    X26,   28.0475040,  -81.5044839,  3514.0, 29.92,  3708.9,  24.2, 125.31, 129.09,   60.12,   1.59, -13.61,  0.04,  -0.03, 191.1, 190.9,      ,      ,      ,      ,      14.3,          ,     10.3,         ,  16.60,       ,   0.00,    99.60,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    21.74,    21.89,  219.19,   71.03,  22.89, 2633.2,        ,  345.71,  325.53,  343.89,  338.10,  336.66,  315.61,        -19, 1250.79, 1227.50, 1257.17, 1235.51, 1274.04, 1217.21,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3615.0, 136, GPS1,  110.6, 110.75,       , -0.009,       ,   6.60, 187.6,   55.4,  111.0,   -6.6,       ,      ,       , -21.4,    1.4,  11.8, 3DDiff, 3704,      ,     10,  11.5,     20,   3514.0,     ,      0,           ,         ,            ,         ,        ,               ,       1538,       1548.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.02,                ,                ,             ,             ,                ,                , 585C
2023-08-12, 13:07:46,  +00:00,    X26,   28.0468942,  -81.5045210,  3512.0, 29.92,  3707.8,  24.2, 125.04, 129.19,   40.87,   1.16, -17.48,  0.04,  -0.01, 189.0, 189.4,      ,      ,      ,      ,      14.2,          ,     10.4,         ,  16.60,       ,   0.00,    99.60,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    21.73,    21.89,  219.14,   70.81,  22.95, 2633.2,        ,  345.33,  325.12,  343.38,  337.89,  336.35,  315.64,        -19, 1253.45, 1227.82, 1256.46, 1235.23, 1272.50, 1217.26,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3613.8, 135, GPS1,  110.6, 110.75,       , -0.013,       ,   6.25, 174.6,   55.4,  111.0,   -6.6,       ,      ,       , -23.3,    1.2, -66.9, 3DDiff, 3704,      ,     10,  11.5,     20,   3512.0,     ,      0,           ,         ,            ,         ,        ,               ,       1539,       1549.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , 9028
2023-08-12, 13:07:47,  +00:00,    X26,   28.0463125,  -81.5045329,  3509.0, 29.92,  3705.2,  24.2, 125.01, 129.42,   -8.43,   0.77, -19.94,  0.04,   0.01, 186.7, 187.4,      ,      ,      ,      ,      14.3,          ,     10.5,         ,  16.50,       ,   0.00,    99.00,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    21.69,    21.91,  218.99,   70.90,  22.81, 2630.5,        ,  345.35,  325.13,  343.18,  337.91,  336.19,  315.45,        -19, 1254.12, 1227.72, 1256.30, 1234.65, 1271.76, 1216.74,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3611.3, 135, GPS1,  110.6, 110.75,       , -0.018,       ,   6.12, 165.6,   55.4,  110.9,   -6.6,       ,      ,       , -25.7,    1.2, -157.5, 3DDiff, 3704,      ,     10,  11.5,     20,   3509.0,     ,      0,           ,         ,            ,         ,        ,               ,       1540,       1550.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , 5DC5
2023-08-12, 13:07:48,  +00:00,    X26,   28.0457090,  -81.5045148,  3503.0, 29.92,  3701.1,  24.2, 125.02, 129.79,  -75.81,   0.81, -22.26,  0.04,   0.07, 183.9, 184.8,      ,      ,      ,      ,      14.2,          ,     10.3,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.30,    16.70,     79.80,    100.20,    21.73,    21.90,  219.03,   70.63,  22.86, 2636.8,        ,  344.35,  324.95,  343.05,  337.89,  335.69,  314.49,        -17, 1254.22, 1228.22, 1256.55, 1234.28, 1271.04, 1217.83,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3607.1, 135, GPS1,  110.6, 110.75,       , -0.022,       ,   5.93, 156.9,   55.4,  110.9,   -6.6,       ,      ,       , -25.1,    1.3, -240.2, 3DDiff, 3704,      ,     10,  11.5,     20,   3503.0,     ,      0,           ,         ,            ,         ,        ,               ,       1541,       1551.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.04,                ,                ,             ,             ,                ,                , F793
2023-08-12, 13:07:49,  +00:00,    X26,   28.0451049,  -81.5044582,  3495.0, 29.92,  3699.1,  24.2, 124.86, 130.22, -174.64,   1.16, -24.14,  0.04,   0.12, 180.5, 181.9,      ,      ,      ,      ,      14.3,          ,     10.4,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.30,    16.70,     79.80,    100.20,    21.54,    21.94,  218.97,   70.33,  22.58, 2626.9,        ,  345.02,  324.87,  342.62,  337.35,  335.77,  314.79,        -17, 1254.61, 1228.19, 1257.31, 1233.13, 1271.28, 1217.40,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3605.2, 135, GPS1,  110.6, 110.75,       , -0.026,       ,   5.92, 140.8,   55.4,  110.9,   -6.6,       ,      ,       , -24.5,    1.8, -236.2, 3DDiff, 3704,      ,     10,  11.5,     20,   3495.0,     ,      0,           ,         ,            ,         ,        ,               ,       1542,       1552.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.04,                ,                ,             ,             ,                ,                , 5FE3
2023-08-12, 13:07:50,  +00:00,    X26,   28.0444916,  -81.5043535,  3488.0, 29.92,  3696.3,  24.2, 124.60, 130.55, -284.16,   1.59, -25.08,  0.04,   0.13, 176.7, 178.4,      ,      ,      ,      ,      14.2,          ,     10.5,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.30,    16.70,     79.80,    100.20,    21.36,    21.95,  218.82,   70.81,  22.50, 2632.9,        ,  345.20,  324.61,  342.42,  337.14,  335.67,  314.67,        -17, 1254.07, 1228.22, 1257.33, 1232.76, 1271.09, 1217.31,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3602.3, 135, GPS1,  110.5, 110.75,       , -0.030,       ,   5.76, 129.3,   55.4,  110.8,   -6.6,       ,      ,       , -23.5,    2.2, -169.3, 3DDiff, 3704,      ,     10,  11.0,     20,   3488.0,     ,      0,           ,         ,            ,         ,        ,               ,       1543,       1553.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.02,                ,                ,             ,             ,                ,                , 9433
2023-08-12, 13:07:51,  +00:00,    X26,   28.0439104,  -81.5042215,  3484.0, 29.92,  3694.9,  24.2, 124.35, 130.74, -338.89,   1.90, -25.36,  0.04,   0.13, 173.0, 174.8,      ,      ,      ,      ,      14.2,          ,     10.5,         ,  16.30,       ,   0.00,    97.80,         ,     0.00,    13.30,    16.70,     79.80,    100.20,    21.37,    21.95,  218.65,   68.74,  22.65, 2610.2,        ,  342.93,  324.31,  342.39,  337.24,  334.75,  313.72,        -20, 1252.97, 1227.89, 1256.71, 1233.02, 1270.84, 1217.63,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3600.9, 135, GPS1,  110.5, 110.75,       , -0.034,       ,   5.80, 118.6,   55.4,  110.8,   -6.6,       ,      ,       , -23.2,    2.3, -78.7, 3DDiff, 3704,      ,     10,  11.0,     20,   3484.0,     ,      0,           ,         ,            ,         ,        ,               ,       1544,       1554.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.06,                ,                ,             ,             ,                ,                , 6CCD
2023-08-12, 13:07:52,  +00:00,    X26,   28.0433211,  -81.5040341,  3483.0, 29.92,  3695.1,  24.2, 124.34, 131.03, -329.45,   2.25, -25.84,  0.04,   0.13, 169.0, 171.0,      ,      ,      ,      ,      14.3,          ,     10.4,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    21.14,    21.83,  218.68,   70.12,  22.76, 2552.3,        ,  344.35,  324.16,  341.95,  336.66,  335.07,  313.94,        -20, 1250.84, 1226.94, 1256.15, 1230.92, 1268.14, 1216.64,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3601.2, 135, GPS1,  110.5, 110.75,       , -0.037,       ,   5.77, 111.2,   55.3,  110.7,   -6.6,       ,      ,       , -23.3,    2.5,  19.7, 3DDiff, 3704,      ,     10,  11.0,     20,   3483.0,     ,      0,           ,         ,            ,         ,        ,               ,       1545,       1555.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , DA94
2023-08-12, 13:07:53,  +00:00,    X26,   28.0427506,  -81.5038090,  3483.0, 29.92,  3696.9,  24.2, 123.98, 130.90, -262.89,   2.60, -25.83,  0.04,   0.12, 165.4, 167.2,      ,      ,      ,      ,      14.2,          ,     10.6,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.40,    16.60,     80.40,     99.60,    21.00,    21.86,  218.52,   69.34,  22.53, 2545.3,        ,  344.18,  324.01,  341.73,  336.29,  334.83,  313.72,        -20, 1247.32, 1225.34, 1253.47, 1228.45, 1264.29, 1213.67,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3602.9, 134, GPS1,  110.5, 110.75,       , -0.040,       ,   5.43, 106.9,   55.3,  110.7,   -6.6,       ,      ,       , -22.8,    2.6, 102.4, 3DDiff, 3704,      ,     10,  11.5,     20,   3483.0,     ,      0,           ,         ,            ,         ,        ,               ,       1546,       1556.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , 165E
2023-08-12, 13:07:54,  +00:00,    X26,   28.0421907,  -81.5035377,  3484.0, 29.92,  3699.5,  24.2, 123.54, 130.80, -170.77,   2.65, -25.66,  0.03,   0.11, 161.4, 163.4,      ,      ,      ,      ,      14.3,          ,     10.7,         ,  16.30,       ,   0.00,    97.80,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    20.80,    21.86,  218.23,   69.22,  22.60, 2531.2,        ,  343.57,  323.77,  341.72,  336.37,  334.46,  313.36,        -23, 1245.21, 1224.02, 1250.82, 1226.76, 1262.19, 1211.04,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3605.5, 134, GPS1,  110.5, 110.75,       , -0.042,       ,   5.45,  97.8,   55.3,  110.7,   -6.6,       ,      ,       , -22.9,    2.6, 165.4, 3DDiff, 3704,      ,     10,  11.5,     20,   3484.0,     ,      0,           ,         ,            ,         ,        ,               ,       1547,       1557.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , C03A
2023-08-12, 13:07:55,  +00:00,    X26,   28.0416501,  -81.5032361,  3487.0, 29.92,  3701.1,  24.2, 123.11, 130.63,  -76.67,   2.79, -25.61,  0.04,   0.09, 157.8, 159.7,      ,      ,      ,      ,      14.2,          ,     10.5,         ,  16.30,       ,   0.00,    97.80,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    20.67,    21.84,  218.30,   69.48,  22.43, 2520.4,        ,  343.64,  323.68,  341.22,  335.88,  334.35,  313.24,        -23, 1244.20, 1222.99, 1248.57, 1225.39, 1259.79, 1210.63,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3607.2, 133, GPS1,  110.5, 110.75,       , -0.045,       ,   5.15,  92.7,   55.3,  110.7,   -6.6,       ,      ,       , -22.9,    2.6, 200.8, 3DDiff, 3704,      ,     10,  11.5,     20,   3487.0,     ,      0,           ,         ,            ,         ,        ,               ,       1548,       1558.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , 4E9B
2023-08-12, 13:07:56,  +00:00,    X26,   28.0411324,  -81.5028821,  3489.0, 29.92,  3704.4,  24.2, 122.55, 130.41,    2.32,   2.72, -25.29,  0.03,   0.08, 154.0, 156.0,      ,      ,      ,      ,      14.3,          ,     10.5,         ,  16.30,       ,   0.00,    97.80,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    20.56,    21.83,  218.17,   69.32,  22.48, 2516.1,        ,  343.34,  323.55,  340.97,  335.55,  334.08,  312.98,        -23, 1243.56, 1221.92, 1246.46, 1223.89, 1259.71, 1209.11,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3610.5, 133, GPS1,  110.5, 110.75,       , -0.046,       ,   5.32,  83.6,   55.2,  110.6,   -6.6,       ,      ,       , -22.9,    2.5, 212.6, 3DDiff, 3704,      ,     10,  11.0,     20,   3489.0,     ,      0,           ,         ,            ,         ,        ,               ,       1549,       1559.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.02,                ,                ,             ,             ,                ,                , 3A6A
2023-08-12, 13:07:57,  +00:00,    X26,   28.0406317,  -81.5024965,  3492.0, 29.92,  3708.0,  24.2, 122.17, 130.22,   61.68,   2.70, -25.20,  0.03,   0.08, 150.4, 152.3,      ,      ,      ,      ,      14.3,          ,     10.5,         ,  16.30,       ,   0.00,    97.80,         ,     0.00,    13.40,    16.70,     80.40,    100.20,    20.50,    21.81,  217.89,   68.89,  22.55, 2496.8,        ,  343.21,  323.08,  340.91,  335.18,  333.89,  312.63,        -16, 1243.04, 1220.59, 1245.14, 1222.46, 1257.46, 1206.93,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3614.0, 132, GPS1,  110.5, 110.75,       , -0.048,       ,   4.90,  79.3,   55.2,  110.6,   -6.6,       ,      ,       , -23.0,    2.5, 216.5, 3DDiff, 3704,      ,     10,  11.0,     20,   3492.0,     ,      0,           ,         ,            ,         ,        ,               ,       1550,       1560.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.03,                ,                ,             ,             ,                ,                , 131B
2023-08-12, 13:07:58,  +00:00,    X26,   28.0401533,  -81.5020811,  3495.0, 29.92,  3711.4,  24.2, 121.77, 130.06,  103.65,   2.64, -24.91,  0.04,   0.08, 146.8, 148.7,      ,      ,      ,      ,      14.2,          ,     10.3,         ,  16.40,       ,   0.00,    98.40,         ,     0.00,    13.50,    16.70,     81.00,    100.20,    20.36,    21.80,  217.66,   68.56,  22.53, 2487.7,        ,  341.59,  322.49,  340.72,  335.19,  333.07,  312.02,        -16, 1240.15, 1219.18, 1243.91, 1220.94, 1253.03, 1204.64,         ,         ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,         ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,          0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,          ,        ,        ,          ,       ,        ,  3617.4, 132, GPS1,  110.5, 110.75,       , -0.049,       ,   4.91,  72.3,   55.2,  110.6,   -6.6,       ,      ,       , -23.0,    2.4, 208.7, 3DDiff, 3704,      ,     10,  11.5,     20,   3495.0,     ,      0,           ,         ,            ,         ,        ,               ,       1551,       1561.3,           ,           ,            ,            ,            ,         ,            ,               ,           ,         ,            ,         ,        ,        ,  0.04,                ,                ,             ,             ,                ,                , DD02
